FECHA,INICIO_INTERVALO,FIN_INTERVALO,Llamadas_recibidas,Llamadas_atendidas,Nivel_Atencion,AHT,ASA_AVG_ATENDIDAS,SERVICE_LEVEL,LLAMADAS_EN_SL,PERIODO_CIERRE,PERIODO_PAGO,PERIODO_RESTO_MES,FECHA_ENVIO_RDC,FERIADO,LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,DOMINGO
2022-01-03,2022-01-03T08:00:00.000Z,2022-01-03T08:30:00.000Z,67,65,0.97,98.85,1.13,1.00,68,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T08:30:00.000Z,2022-01-03T09:00:00.000Z,705,697,0.99,227.84,50.16,0.40,309,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T09:00:00.000Z,2022-01-03T09:30:00.000Z,881,873,0.99,215.78,13.12,0.84,778,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T09:30:00.000Z,2022-01-03T10:00:00.000Z,1151,1120,0.97,223.73,43.25,0.48,581,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T10:00:00.000Z,2022-01-03T10:30:00.000Z,1260,1219,0.97,217.21,46.26,0.42,559,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T10:30:00.000Z,2022-01-03T11:00:00.000Z,1198,1066,0.89,230.85,207.00,0.09,97,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T11:00:00.000Z,2022-01-03T11:30:00.000Z,1250,1158,0.93,222.55,144.43,0.12,152,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T11:30:00.000Z,2022-01-03T12:00:00.000Z,1348,1099,0.82,234.34,349.99,0.09,106,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T12:00:00.000Z,2022-01-03T12:30:00.000Z,1170,969,0.83,231.93,325.52,0.13,137,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T12:30:00.000Z,2022-01-03T13:00:00.000Z,1110,889,0.80,234.97,385.40,0.13,122,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T13:00:00.000Z,2022-01-03T13:30:00.000Z,926,745,0.80,236.99,331.31,0.16,126,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T13:30:00.000Z,2022-01-03T14:00:00.000Z,817,708,0.87,239.24,316.14,0.13,97,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T14:00:00.000Z,2022-01-03T14:30:00.000Z,766,677,0.88,247.53,215.72,0.10,71,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T14:30:00.000Z,2022-01-03T15:00:00.000Z,778,661,0.85,245.20,296.22,0.08,52,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T15:00:00.000Z,2022-01-03T15:30:00.000Z,733,684,0.93,225.13,96.26,0.55,394,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T15:30:00.000Z,2022-01-03T16:00:00.000Z,741,733,0.99,233.51,20.45,0.96,746,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T16:00:00.000Z,2022-01-03T16:30:00.000Z,607,595,0.98,237.82,23.93,0.97,599,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T16:30:00.000Z,2022-01-03T17:00:00.000Z,646,622,0.96,243.22,22.82,0.95,616,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T17:00:00.000Z,2022-01-03T17:30:00.000Z,734,715,0.97,219.16,17.55,0.98,743,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T17:30:00.000Z,2022-01-03T18:00:00.000Z,780,757,0.97,216.78,21.85,0.97,775,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T18:00:00.000Z,2022-01-03T18:30:00.000Z,168,70,0.42,139.44,379.52,0.52,38,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T18:30:00.000Z,2022-01-03T19:00:00.000Z,86,37,0.43,156.78,344.00,0.43,16,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T19:00:00.000Z,2022-01-03T19:30:00.000Z,106,51,0.48,195.09,436.33,0.35,19,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T19:30:00.000Z,2022-01-03T20:00:00.000Z,82,41,0.50,152.16,293.52,0.50,22,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T20:00:00.000Z,2022-01-03T20:30:00.000Z,55,48,0.87,162.67,65.96,0.53,26,,1,,0,0,1,0,0,0,0,0,0
2022-01-03,2022-01-03T20:30:00.000Z,2022-01-03T21:00:00.000Z,40,36,0.90,144.24,39.38,0.67,28,,1,,0,0,1,0,0,0,0,0,0
2022-01-04,2022-01-04T08:00:00.000Z,2022-01-04T08:30:00.000Z,43,42,0.98,100.26,2.67,1.00,43,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T08:30:00.000Z,2022-01-04T09:00:00.000Z,582,579,0.99,227.83,0.91,1.00,621,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T09:00:00.000Z,2022-01-04T09:30:00.000Z,798,792,0.99,197.56,0.70,1.00,850,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T09:30:00.000Z,2022-01-04T10:00:00.000Z,984,982,1.00,216.67,0.83,1.00,1043,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T10:00:00.000Z,2022-01-04T10:30:00.000Z,1102,1077,0.98,221.01,22.70,0.77,880,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T10:30:00.000Z,2022-01-04T11:00:00.000Z,1202,1092,0.91,220.74,141.92,0.14,160,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T11:00:00.000Z,2022-01-04T11:30:00.000Z,1256,1154,0.92,217.98,127.28,0.14,170,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T11:30:00.000Z,2022-01-04T12:00:00.000Z,1245,1060,0.85,227.59,286.43,0.13,146,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T12:00:00.000Z,2022-01-04T12:30:00.000Z,1180,974,0.83,226.39,312.80,0.14,143,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T12:30:00.000Z,2022-01-04T13:00:00.000Z,1090,883,0.81,228.70,375.14,0.16,147,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T13:00:00.000Z,2022-01-04T13:30:00.000Z,930,768,0.83,210.89,350.92,0.18,151,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T13:30:00.000Z,2022-01-04T14:00:00.000Z,865,724,0.84,225.16,338.35,0.15,117,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T14:00:00.000Z,2022-01-04T14:30:00.000Z,765,680,0.89,239.45,163.99,0.11,83,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T14:30:00.000Z,2022-01-04T15:00:00.000Z,707,667,0.94,242.84,65.61,0.39,277,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T15:00:00.000Z,2022-01-04T15:30:00.000Z,669,653,0.98,226.30,9.52,0.95,670,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T15:30:00.000Z,2022-01-04T16:00:00.000Z,666,650,0.98,230.79,12.23,0.97,664,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T16:00:00.000Z,2022-01-04T16:30:00.000Z,685,667,0.97,222.55,12.44,0.94,675,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T16:30:00.000Z,2022-01-04T17:00:00.000Z,712,672,0.94,226.36,25.15,0.85,621,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T17:00:00.000Z,2022-01-04T17:30:00.000Z,815,788,0.97,232.33,70.40,0.28,230,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T17:30:00.000Z,2022-01-04T18:00:00.000Z,833,752,0.90,216.73,92.74,0.22,177,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T18:00:00.000Z,2022-01-04T18:30:00.000Z,140,53,0.38,187.18,448.18,0.38,21,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T18:30:00.000Z,2022-01-04T19:00:00.000Z,80,47,0.59,227.28,171.62,0.51,24,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T19:00:00.000Z,2022-01-04T19:30:00.000Z,83,48,0.58,230.67,307.45,0.31,16,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T19:30:00.000Z,2022-01-04T20:00:00.000Z,82,51,0.62,189.49,224.11,0.38,20,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T20:00:00.000Z,2022-01-04T20:30:00.000Z,59,45,0.76,225.06,119.90,0.44,23,,1,,0,0,0,1,0,0,0,0,0
2022-01-04,2022-01-04T20:30:00.000Z,2022-01-04T21:00:00.000Z,39,33,0.85,178.17,42.58,0.61,22,,1,,0,0,0,1,0,0,0,0,0
2022-01-05,2022-01-05T08:00:00.000Z,2022-01-05T08:30:00.000Z,60,59,0.98,92.76,1.10,1.00,63,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T08:30:00.000Z,2022-01-05T09:00:00.000Z,683,656,0.96,217.95,85.68,0.35,246,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T09:00:00.000Z,2022-01-05T09:30:00.000Z,858,823,0.96,221.00,78.07,0.18,155,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T09:30:00.000Z,2022-01-05T10:00:00.000Z,1035,947,0.91,228.33,143.28,0.13,130,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T10:00:00.000Z,2022-01-05T10:30:00.000Z,1228,1107,0.90,228.83,190.76,0.14,159,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T10:30:00.000Z,2022-01-05T11:00:00.000Z,1199,995,0.83,231.97,323.36,0.15,160,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T11:00:00.000Z,2022-01-05T11:30:00.000Z,1199,1005,0.84,225.82,315.96,0.14,147,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T11:30:00.000Z,2022-01-05T12:00:00.000Z,1171,956,0.82,245.33,378.19,0.14,139,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T12:00:00.000Z,2022-01-05T12:30:00.000Z,1164,940,0.81,222.97,324.48,0.15,147,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T12:30:00.000Z,2022-01-05T13:00:00.000Z,1064,874,0.82,216.84,384.10,0.17,160,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T13:00:00.000Z,2022-01-05T13:30:00.000Z,905,733,0.81,222.11,376.04,0.18,139,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T13:30:00.000Z,2022-01-05T14:00:00.000Z,789,649,0.82,222.33,319.26,0.13,93,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T14:00:00.000Z,2022-01-05T14:30:00.000Z,756,691,0.91,244.66,202.19,0.13,94,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T14:30:00.000Z,2022-01-05T15:00:00.000Z,741,662,0.89,232.99,186.23,0.15,106,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T15:00:00.000Z,2022-01-05T15:30:00.000Z,713,693,0.97,232.77,32.82,0.71,541,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T15:30:00.000Z,2022-01-05T16:00:00.000Z,655,647,0.99,228.26,5.48,0.97,679,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T16:00:00.000Z,2022-01-05T16:30:00.000Z,647,628,0.97,225.73,18.74,0.91,599,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T16:30:00.000Z,2022-01-05T17:00:00.000Z,723,698,0.97,229.88,50.43,0.65,496,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T17:00:00.000Z,2022-01-05T17:30:00.000Z,735,662,0.90,240.65,162.20,0.16,115,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T17:30:00.000Z,2022-01-05T18:00:00.000Z,807,631,0.78,227.53,156.19,0.11,76,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T18:00:00.000Z,2022-01-05T18:30:00.000Z,104,57,0.55,209.98,160.53,0.46,26,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T18:30:00.000Z,2022-01-05T19:00:00.000Z,89,63,0.71,186.72,205.27,0.33,22,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T19:00:00.000Z,2022-01-05T19:30:00.000Z,88,51,0.58,176.15,294.91,0.39,21,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T19:30:00.000Z,2022-01-05T20:00:00.000Z,71,43,0.61,252.70,283.56,0.40,17,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T20:00:00.000Z,2022-01-05T20:30:00.000Z,52,31,0.60,199.88,217.67,0.48,16,,1,,0,0,0,0,1,0,0,0,0
2022-01-05,2022-01-05T20:30:00.000Z,2022-01-05T21:00:00.000Z,42,22,0.52,208.54,69.54,0.58,14,,1,,0,0,0,0,1,0,0,0,0
2022-01-06,2022-01-06T08:00:00.000Z,2022-01-06T08:30:00.000Z,50,48,0.96,112.65,0.98,1.00,52,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T08:30:00.000Z,2022-01-06T09:00:00.000Z,687,651,0.95,223.26,97.11,0.33,228,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T09:00:00.000Z,2022-01-06T09:30:00.000Z,836,803,0.96,223.40,73.90,0.33,280,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T09:30:00.000Z,2022-01-06T10:00:00.000Z,964,894,0.93,225.59,140.69,0.15,142,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T10:00:00.000Z,2022-01-06T10:30:00.000Z,1129,1015,0.90,223.99,157.78,0.13,138,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T10:30:00.000Z,2022-01-06T11:00:00.000Z,1041,968,0.93,228.85,173.96,0.14,142,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T11:00:00.000Z,2022-01-06T11:30:00.000Z,1199,1088,0.91,219.80,151.45,0.16,185,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T11:30:00.000Z,2022-01-06T12:00:00.000Z,1229,1042,0.85,229.42,254.19,0.16,177,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T12:00:00.000Z,2022-01-06T12:30:00.000Z,1081,985,0.91,223.50,153.32,0.14,153,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T12:30:00.000Z,2022-01-06T13:00:00.000Z,965,895,0.93,229.61,112.79,0.16,151,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T13:00:00.000Z,2022-01-06T13:30:00.000Z,954,819,0.86,221.90,272.36,0.17,154,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T13:30:00.000Z,2022-01-06T14:00:00.000Z,796,631,0.79,233.60,421.00,0.13,87,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T14:00:00.000Z,2022-01-06T14:30:00.000Z,729,623,0.85,242.43,284.40,0.10,67,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T14:30:00.000Z,2022-01-06T15:00:00.000Z,670,585,0.87,246.43,221.69,0.14,90,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T15:00:00.000Z,2022-01-06T15:30:00.000Z,713,704,0.99,207.83,11.55,0.90,682,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T15:30:00.000Z,2022-01-06T16:00:00.000Z,666,660,0.99,240.76,7.72,0.95,684,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T16:00:00.000Z,2022-01-06T16:30:00.000Z,625,611,0.98,232.70,23.94,0.96,620,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T16:30:00.000Z,2022-01-06T17:00:00.000Z,649,627,0.97,227.61,57.56,0.63,428,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T17:00:00.000Z,2022-01-06T17:30:00.000Z,648,620,0.96,237.34,50.58,0.66,442,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T17:30:00.000Z,2022-01-06T18:00:00.000Z,678,621,0.92,234.95,30.68,0.88,589,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T18:00:00.000Z,2022-01-06T18:30:00.000Z,160,54,0.34,194.27,265.64,0.55,31,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T18:30:00.000Z,2022-01-06T19:00:00.000Z,115,58,0.50,234.54,398.64,0.34,21,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T19:00:00.000Z,2022-01-06T19:30:00.000Z,105,53,0.50,178.22,339.05,0.34,20,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T19:30:00.000Z,2022-01-06T20:00:00.000Z,90,60,0.67,203.30,247.32,0.13,8,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T20:00:00.000Z,2022-01-06T20:30:00.000Z,70,47,0.67,219.66,199.44,0.28,14,,1,,0,0,0,0,0,1,0,0,0
2022-01-06,2022-01-06T20:30:00.000Z,2022-01-06T21:00:00.000Z,48,38,0.79,204.31,98.54,0.41,16,,1,,0,0,0,0,0,1,0,0,0
2022-01-07,2022-01-07T08:00:00.000Z,2022-01-07T08:30:00.000Z,64,64,1.00,97.49,0.90,1.00,67,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T08:30:00.000Z,2022-01-07T09:00:00.000Z,646,622,0.96,237.99,80.78,0.46,296,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T09:00:00.000Z,2022-01-07T09:30:00.000Z,781,755,0.97,233.94,75.16,0.16,130,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T09:30:00.000Z,2022-01-07T10:00:00.000Z,938,926,0.99,213.55,20.15,0.77,783,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T10:00:00.000Z,2022-01-07T10:30:00.000Z,1143,1121,0.98,205.58,29.11,0.67,815,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T10:30:00.000Z,2022-01-07T11:00:00.000Z,1351,1166,0.86,218.69,248.43,0.07,90,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T11:00:00.000Z,2022-01-07T11:30:00.000Z,1381,1063,0.77,231.34,457.82,0.11,123,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T11:30:00.000Z,2022-01-07T12:00:00.000Z,1364,971,0.71,227.44,462.76,0.13,133,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T12:00:00.000Z,2022-01-07T12:30:00.000Z,1293,983,0.76,234.28,483.55,0.13,132,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T12:30:00.000Z,2022-01-07T13:00:00.000Z,1137,826,0.73,226.40,503.15,0.15,132,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T13:00:00.000Z,2022-01-07T13:30:00.000Z,1001,723,0.72,217.41,444.96,0.22,168,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T13:30:00.000Z,2022-01-07T14:00:00.000Z,964,726,0.75,228.95,475.68,0.20,152,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T14:00:00.000Z,2022-01-07T14:30:00.000Z,875,653,0.75,239.39,478.77,0.21,144,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T14:30:00.000Z,2022-01-07T15:00:00.000Z,768,615,0.80,235.79,413.10,0.14,91,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T15:00:00.000Z,2022-01-07T15:30:00.000Z,750,647,0.86,238.98,265.34,0.06,41,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T15:30:00.000Z,2022-01-07T16:00:00.000Z,770,706,0.92,230.82,158.66,0.10,78,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T16:00:00.000Z,2022-01-07T16:30:00.000Z,673,594,0.88,235.83,236.37,0.08,48,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T16:30:00.000Z,2022-01-07T17:00:00.000Z,824,598,0.73,249.86,542.60,0.07,44,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T17:00:00.000Z,2022-01-07T17:30:00.000Z,817,529,0.65,247.60,582.31,0.12,64,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T17:30:00.000Z,2022-01-07T18:00:00.000Z,881,402,0.46,227.81,469.82,0.16,70,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T18:00:00.000Z,2022-01-07T18:30:00.000Z,132,47,0.36,220.84,373.14,0.47,23,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T18:30:00.000Z,2022-01-07T19:00:00.000Z,93,43,0.46,256.56,279.96,0.53,24,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T19:00:00.000Z,2022-01-07T19:30:00.000Z,89,50,0.56,228.36,350.30,0.47,25,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T19:30:00.000Z,2022-01-07T20:00:00.000Z,71,41,0.58,241.09,347.91,0.37,16,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T20:00:00.000Z,2022-01-07T20:30:00.000Z,55,29,0.53,247.58,218.42,0.65,20,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T20:30:00.000Z,2022-01-07T21:00:00.000Z,43,21,0.49,204.43,221.81,0.43,9,,1,,0,0,0,0,0,0,1,0,0
2022-01-07,2022-01-07T21:00:00.000Z,2022-01-07T21:30:00.000Z,1,0,0.00,,,,,,1,,0,0,0,0,0,0,1,0,0
2022-01-10,2022-01-10T08:00:00.000Z,2022-01-10T08:30:00.000Z,93,93,1.00,95.84,7.44,0.96,97,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T08:30:00.000Z,2022-01-10T09:00:00.000Z,1109,962,0.87,238.91,273.85,0.26,264,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T09:00:00.000Z,2022-01-10T09:30:00.000Z,1349,1139,0.84,234.02,404.23,0.12,139,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T09:30:00.000Z,2022-01-10T10:00:00.000Z,1396,1131,0.81,238.82,419.34,0.13,149,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T10:00:00.000Z,2022-01-10T10:30:00.000Z,1489,1198,0.80,231.82,412.75,0.15,192,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T10:30:00.000Z,2022-01-10T11:00:00.000Z,1474,1107,0.75,235.19,474.84,0.13,151,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T11:00:00.000Z,2022-01-10T11:30:00.000Z,1518,1252,0.82,225.94,367.91,0.13,175,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T11:30:00.000Z,2022-01-10T12:00:00.000Z,1576,1287,0.82,220.42,363.36,0.15,206,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T12:00:00.000Z,2022-01-10T12:30:00.000Z,1433,1200,0.84,232.85,319.27,0.15,194,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T12:30:00.000Z,2022-01-10T13:00:00.000Z,1352,1114,0.82,223.27,362.00,0.16,192,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T13:00:00.000Z,2022-01-10T13:30:00.000Z,1300,949,0.73,223.35,531.56,0.15,148,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T13:30:00.000Z,2022-01-10T14:00:00.000Z,1204,771,0.64,231.58,595.75,0.17,139,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T14:00:00.000Z,2022-01-10T14:30:00.000Z,1196,906,0.76,245.55,466.28,0.12,111,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T14:30:00.000Z,2022-01-10T15:00:00.000Z,1051,831,0.79,243.16,408.84,0.09,83,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T15:00:00.000Z,2022-01-10T15:30:00.000Z,1058,928,0.88,243.26,204.15,0.10,99,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T15:30:00.000Z,2022-01-10T16:00:00.000Z,982,961,0.98,234.28,36.99,0.86,869,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T16:00:00.000Z,2022-01-10T16:30:00.000Z,950,872,0.92,237.27,168.68,0.16,149,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T16:30:00.000Z,2022-01-10T17:00:00.000Z,1027,878,0.85,235.66,323.75,0.10,98,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T17:00:00.000Z,2022-01-10T17:30:00.000Z,1050,888,0.85,225.87,349.76,0.18,167,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T17:30:00.000Z,2022-01-10T18:00:00.000Z,1021,706,0.69,228.51,314.98,0.16,121,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T18:00:00.000Z,2022-01-10T18:30:00.000Z,180,63,0.35,139.42,426.50,0.58,38,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T18:30:00.000Z,2022-01-10T19:00:00.000Z,133,61,0.46,160.63,373.58,0.45,30,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T19:00:00.000Z,2022-01-10T19:30:00.000Z,132,72,0.55,161.01,328.25,0.36,29,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T19:30:00.000Z,2022-01-10T20:00:00.000Z,94,62,0.66,174.16,228.42,0.33,22,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T20:00:00.000Z,2022-01-10T20:30:00.000Z,74,59,0.80,197.80,121.15,0.42,25,,1,,0,0,1,0,0,0,0,0,0
2022-01-10,2022-01-10T20:30:00.000Z,2022-01-10T21:00:00.000Z,55,33,0.60,201.69,204.36,0.33,12,,1,,0,0,1,0,0,0,0,0,0
2022-01-11,2022-01-11T08:00:00.000Z,2022-01-11T08:30:00.000Z,65,65,1.00,100.10,1.39,1.00,70,,,1,0,0,0,1,0,0,0,0,0
2022-01-11,2022-01-11T08:30:00.000Z,2022-01-11T09:00:00.000Z,843,801,0.95,241.48,72.56,0.32,271,,,1,0,0,0,1,0,0,0,0,0
2022-01-11,2022-01-11T09:00:00.000Z,2022-01-11T09:30:00.000Z,1036,1022,0.99,235.12,18.86,0.89,974,,,1,0,0,0,1,0,0,0,0,0
2022-01-11,2022-01-11T09:30:00.000Z,2022-01-11T10:00:00.000Z,1167,1156,0.99,215.50,2.66,1.00,1230,,,1,0,0,0,1,0,0,0,0,0
